"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2002";"2003";"2004";"2005";"2006";"2007" 
"05 Statsministeriet "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"051 Fællesudgifter "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"0511 Centralstyrelsen "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"051101 Departementet "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"05110140 Nordatlantens Brygge "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"06 Udenrigsministeriet "; 0,0; 0,0; 77,9; -24,0; -28,0; -33,0
"061 Udenrigstjenesten m.v. "; 0,0; 0,0; 117,8; 15,9; 9,9; 4,9
"0611 Udenrigstjenesten "; 0,0; 0,0; 117,8; 15,9; 9,9; 4,9
"061101 Udenrigstjenesten "; 0,0; 0,0; -11,6; -16,9; -17,1; -17,3
"06110110 Generelle opgaver "; 0,0; 0,0; -4,4; 2,4; 2,4; 2,4
"06110120 Administration af udviklingsbistand "; 0,0; 0,0; 6,5; 1,2; 1,0; 0,8
"06110130 Eksportfremme "; 0,0; 0,0; -13,7; -20,5; -20,5; -20,5
"061119 Støtteindsatser i EU's nabolande "; 0,0; 0,0; 34,2; 32,8; 27,0; 22,2
"06111925 Støtteindsatser i EU's nabolande "; 0,0; 0,0; 34,2; 32,8; 27,0; 22,2
"061127 Klimaprojekter i udviklingslande "; 0,0; 0,0; 95,2; 0,0; 0,0; 0,0
"06112710 CO2-kreditter i udviklingslande "; 0,0; 0,0; 95,2; 0,0; 0,0; 0,0
"062 Internationale organisationer "; 0,0; 0,0; 4,1; 4,1; 4,1; 4,1
"0621 Nordiske formål "; 0,0; 0,0; 3,1; 3,1; 3,1; 3,1
"062102 Nordisk projekteksportfond (NOPEF) "; 0,0; 0,0; 3,1; 3,1; 3,1; 3,1
"06210210 NOPEF "; 0,0; 0,0; 3,1; 3,1; 3,1; 3,1
"0622 Øvrige internationale organisationer "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"062203 Øvrige organisationer "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"06220310 Almindelig virksomhed "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"063 Bistand til udviklingslandene "; 0,0; 0,0; -44,0; -44,0; -42,0; -42,0
"0633 NGO-bistand "; 0,0; 0,0; -44,0; -44,0; -42,0; -42,0
"063301 Bistand gennem private organisationer "; 0,0; 0,0; -44,0; -44,0; -42,0; -42,0
"06330110 Projektstøtte under rammeaftaler "; 0,0; 0,0; -44,0; -44,0; -42,0; -42,0
"0639 Humanitær bistand "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"063902 Ekstraordinære humanitære bidrag "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06390210 Ekstraordinære humanitære bidrag "; 0,0; 0,0; -45,0; 0,0; 0,0; 0,0
"06390211 Internationalt Humanitært Beredskab (IHB) "; 0,0; 0,0; 45,0; 0,0; 0,0; 0,0
"07 Finansministeriet "; 0,0; 0,0; -450,6; -55,0; -75,7; -88,9
"071 Offentlig økonomi "; 0,0; 0,0; -450,6; -55,0; -75,7; -88,9
"0711 Centralstyrelsen "; 0,0; 0,0; -502,5; 14,3; 0,0; 0,0
"071112 Velfærdskommissionen "; 0,0; 0,0; 17,5; 14,3; 0,0; 0,0
"07111210 Velfærdskommissionen "; 0,0; 0,0; 17,5; 14,3; 0,0; 0,0
"071127 Overførsel fra Hypotekbankens reserver "; 0,0; 0,0; -520,0; 0,0; 0,0; 0,0
"07112710 Overførsel fra Hypotekbankens reserver "; 0,0; 0,0; -520,0; 0,0; 0,0; 0,0
"0712 Økonomisystemer og økonomiforvaltning "; -1,6; 0,0; 0,1; 0,1; 0,1; 0,1
"071201 Økonomistyrelsen "; -1,6; 0,0; 0,1; 0,1; 0,1; 0,1
"07120110 Almindelig virksomhed "; -1,6; 0,0; 0,1; 0,1; 0,1; 0,1
"07120120 Finansministeriets Administrative Fællesskab "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0713 Finansforvaltning "; 1,6; 0,0; 201,8; 80,6; 74,2; 61,0
"071301 Finansstyrelsen "; 1,6; 0,0; -0,1; -0,1; -0,1; -0,1
"07130110 Almindelig virksomhed "; 1,6; 0,0; -0,1; -0,1; -0,1; -0,1
"071305 Fleksjobordning i staten m.v. "; 0,0; 0,0; 90,9; -30,3; -30,3; -30,3
"07130510 Fleksjobordning i staten m.v. "; 107,5; 0,0; 53,1; -30,3; -30,3; -30,3
"07130520 Selvejende institutioner m.v. "; -107,5; 0,0; 37,8; 0,0; 0,0; 0,0
"071335 Afdrag på lån vedr. udvik.bistand u. Udenrigs "; 0,0; 0,0; 111,0; 111,0; 104,6; 91,4
"07133510 Afdrag og indfrielser "; 0,0; 0,0; 111,0; 111,0; 104,6; 91,4
"0715 Statslige selskaber "; 0,0; 0,0; -150,0; -150,0; -150,0; -150,0
"071501 Udbytte m.v. fra statslige selskaber "; 0,0; 0,0; -150,0; -150,0; -150,0; -150,0
"07150110 Udbytte m.v. "; 0,0; 0,0; -150,0; -150,0; -150,0; -150,0
"0716 Slotte og ejendomme "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"071602 Slots- og Ejendomsstyrelsen - Kontorejendomme "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"07160220 Låntagning "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08 Økonomi- og Erhvervsministeriet "; 0,0; 0,0; -3850,6; -2193,7; -2173,7; -2383,7
"081 Fællesudgifter "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"0811 Centralstyrelsen "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"081104 Europæiske Bank for Genopbygning og Udvikling "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"08110420 EBRD's Trustfond "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"082 Erhvervsregulering og forbrugerforhold "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"0821 Tilsyns- og registreringsvirksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"082111 Konkurrencestyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08211110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08211111 Sekretariat for Energitilsynet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"082121 Erhvervs- og Selskabsstyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08212110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0822 Forbrugerbeskyttelse og -oplysning "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"082215 Forbrugerrådet "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"08221510 Forbrugerrådet "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"083 Erhvervsfremme og boligforhold "; 0,0; 0,0; 5,1; 8,2; 5,1; 4,0
"0831 Fællesudgifter "; 0,0; 0,0; 0,6; 0,5; 0,0; 0,0
"083101 Erhvervs- og Boligstyrelsen "; 0,0; 0,0; 0,6; 0,5; 0,0; 0,0
"08310110 Almindelig virksomhed "; 0,0; 0,0; 0,6; 0,5; 0,0; 0,0
"0832 Eksportfinansiering og øststøtte m.v. "; 0,0; 0,0; 4,4; 3,5; 1,0; 0,0
"083201 Øststøtte m.v. "; 0,0; 0,0; 4,4; 3,5; 1,0; 0,0
"08320139 Erhvervsrelateret indsats 2004-2007 "; 0,0; 0,0; 4,4; 3,5; 1,0; 0,0
"0833 Erhvervsfremme m.v. "; 0,0; 0,0; -0,9; 4,2; 4,1; 4,0
"083301 Erhvervsfremme m.v. "; 0,0; 0,0; -0,9; 4,2; 4,1; 4,0
"08330155 Offentligt-privat samspil "; 0,0; 0,0; -7,3; -0,5; -0,5; -0,5
"08330163 Produktivitet i byggeriet "; 0,0; 0,0; 1,4; 4,7; 4,6; 4,5
"08330169 Væksthuse "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"0837 Byggeri og boliger "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"083705 Tilgængelighed til de fysiske omgivelser "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"08370530 Tilgængelighedsinitiativer "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"084 Støttet boligbyggeri og byfornyelse "; 0,0; 0,0; 60,4; 3,3; 3,4; 3,5
"0841 Alment boligbyggeri "; 0,0; 0,0; 81,8; 8,0; 8,0; 8,0
"084111 Særligt udsatte grupper, støtte til "; 0,0; 0,0; 8,0; 8,0; 8,0; 8,0
"08411110 Særligt udsatte grupper, forsøg med udvikl. "; 0,0; 0,0; 8,0; 8,0; 8,0; 8,0
"084112 Boliger til yngre fysisk handicappede "; 0,0; 0,0; 13,8; 0,0; 0,0; 0,0
"08411210 Boliger yngre fysisk handicap, Økonomistyrels"; 0,0; 0,0; 13,8; 0,0; 0,0; 0,0
"084118 Boliger til personer med handicap "; 0,0; 0,0; 60,0; 0,0; 0,0; 0,0
"08411810 Erstatningsboliger nedlagte botilbud "; 0,0; 0,0; 30,0; 0,0; 0,0; 0,0
"08411820 Amtskommunale ventelister "; 0,0; 0,0; 30,0; 0,0; 0,0; 0,0
"0845 Hensættelser vedr. byfornyelse og sanering "; 0,0; 0,0; -20,0; 0,0; 0,0; 0,0
"084501 Hensæt tilsagn afgivet før 1.1.2001 "; 0,0; 0,0; -20,0; 0,0; 0,0; 0,0
"08450110 Hensæt Ydelsesbidrag til forbedringsarbejder "; 0,0; 0,0; -20,0; 0,0; 0,0; 0,0
"0846 Forskning, udvikling, byer, boliger, byggeri "; 0,0; 0,0; -1,4; -4,7; -4,6; -4,5
"084601 Statens Byggeforskningsinstitut - By og Byg "; 0,0; 0,0; -1,4; -4,7; -4,6; -4,5
"08460110 Almindelig virksomhed "; 0,0; 0,0; -1,4; -4,7; -4,6; -4,5
"08460195 Tilskudsfinansieret forskningsvirksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"086 Energi "; 0,0; 0,0; -3920,1; -2209,2; -2186,2; -2395,2
"0861 Fællesudgifter "; 0,0; 0,0; 0,1; 0,1; 0,2; 0,2
"086101 Energistyrelsen "; 0,0; 0,0; 0,1; 0,1; 0,2; 0,2
"08610110 Almindelig virksomhed "; 0,0; 0,0; 0,1; 0,1; 0,2; 0,2
"0863 Efterforskning og indvinding af energi m.m. "; 0,0; 0,0; -3925,0; -2213,2; -2192,2; -2401,2
"086301 Koncessionsafgifter m.v. "; 0,0; 0,0; 6,0; 2024,8; 1967,8; 1775,8
"08630110 Koncessionsafgifter m.v. "; 0,0; 0,0; 6,0; 2024,8; 1967,8; 1775,8
"086302 Olierørledningsafgift m.v. "; 0,0; 0,0; -31,0; 62,0; 40,0; 23,0
"08630210 Olierørledningsafgift "; 0,0; 0,0; -36,0; 47,0; 25,0; 8,0
"08630220 Dispensationsafgift "; 0,0; 0,0; 5,0; 15,0; 15,0; 15,0
"086304 Overskudsdeling ved statsdeltagelse i Nordsø "; 0,0; 0,0; -3900,0; -4300,0; -4200,0; -4200,0
"08630410 Overskudsdeling m.v. "; 0,0; 0,0; -3900,0; -4300,0; -4200,0; -4200,0
"0864 Vedvarenden energi "; 0,0; 0,0; 0,9; 0,0; 0,0; 0,0
"086412 Elsparefonden "; 0,0; 0,0; 0,9; 0,0; 0,0; 0,0
"08641210 Elsparefonden "; 0,0; 0,0; 0,9; 0,0; 0,0; 0,0
"0866 Øststøtte og energi m.v. "; 0,0; 0,0; 3,9; 3,9; 5,8; 5,8
"086606 Øststøtteaktiviteter på energiområdet "; 0,0; 0,0; 3,9; 3,9; 5,8; 5,8
"08660650 Energisektorprogram "; 0,0; 0,0; 3,9; 3,9; 5,8; 5,8
"087 Søfart "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0871 Fællesudgifter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"087101 Søfartsstyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08710110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08710190 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"09 Skatteministeriet "; 0,0; 0,0; 51,4; 51,3; 51,3; 51,3
"092 Forvaltning "; 0,0; 0,0; 51,4; 51,3; 51,3; 51,3
"0921 Skatte- og afgiftsforvaltning "; 0,0; 0,0; 51,4; 51,3; 51,3; 51,3
"092101 ToldSkat "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"09210110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"092105 Godtgørelser m.v. "; 0,0; 0,0; 51,4; 51,3; 51,3; 51,3
"09210510 Udgifter til sagkyndig bistand i skattesager "; 0,0; 0,0; 51,4; 51,3; 51,3; 51,3
"11 Justitsministeriet "; 0,0; 0,0; 985,2; 1015,8; 1036,7; 872,6
"111 Fællesudgifter "; 0,0; 0,0; 2,9; 0,0; -183,7; -364,3
"1111 Centralstyrelsen "; 0,0; 0,0; 2,9; 0,0; -183,7; -364,3
"111101 Departementet "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"11110140 Støtte til foreninger mv. "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"111111 Civilretsdirektoratet "; 0,0; 0,0; 0,9; 0,0; 0,0; 0,0
"11111110 Almindelig virksomhed "; 0,0; 0,0; 0,9; 0,0; 0,0; 0,0
"111179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; 0,0; -183,7; -364,3
"11117985 Omprioriteringsreserve "; 0,0; 0,0; 0,0; 0,0; -183,7; -364,3
"112 Politivæsenet "; 0,0; 0,0; 548,3; 592,8; 742,6; 749,2
"1123 Politi "; 0,0; 0,0; 548,3; 592,8; 742,6; 749,2
"112301 Politiet og anklagemyndigheden m.v. "; 0,0; 0,0; 548,3; 592,8; 742,6; 749,2
"11230110 Almindelig virksomhed "; 0,0; 0,0; 390,4; 504,9; 669,7; 736,3
"11230120 Erstatninger "; 0,0; 0,0; 7,7; 7,7; 7,7; 7,7
"11230130 Diverse tilskud "; 0,0; 0,0; 5,2; 5,2; 5,2; 5,2
"11230140 Modernisering af politiets IT "; 0,0; 0,0; 60,0; 75,0; 60,0; 0,0
"11230150 Udbetaling af overarbejde "; 0,0; 0,0; 85,0; 0,0; 0,0; 0,0
"113 Kriminalforsorg "; 0,0; 0,0; 434,0; 423,0; 477,8; 487,7
"1131 Kriminalforsorg "; 0,0; 0,0; 434,0; 423,0; 477,8; 487,7
"113101 Direktoratet for Kriminalforsorgen "; 0,0; 0,0; 1,3; 0,7; 0,7; 0,5
"11310110 Almindelig virksomhed "; 0,0; 0,0; 1,3; 0,7; 0,7; 0,5
"113103 Kriminalforsorgen i anstalter og frihed "; 0,0; 0,0; 352,7; 362,3; 400,1; 437,2
"11310310 Almindelig virksomhed "; 0,0; 0,0; 352,7; 362,3; 400,1; 437,2
"113109 Fængsler og arresthuse mv. "; 0,0; 0,0; 80,0; 60,0; 77,0; 50,0
"11310910 Kriminalforsorgens ins. og afdelinger "; 0,0; 0,0; 80,0; 60,0; 77,0; 50,0
"15 Socialministeriet "; 0,0; 0,0; 1037,9; 1329,5; 1223,3; 1227,9
"151 Fællesudgifter "; 0,0; 0,0; 85,8; 332,5; 197,1; 355,7
"1511 Centralstyrelsen "; 0,0; 0,0; 47,5; 296,7; 156,8; 308,7
"151106 Børnerådet "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,0
"15110610 Almindelig virksomhed "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,0
"151110 Reserve vedrørende Sociale Sikringsstyrelse "; 0,0; 0,0; 7,0; 0,0; 0,0; 0,0
"15111010 Reserve vedrørende Sociale Sikringsstyrelse "; 0,0; 0,0; 7,0; 0,0; 0,0; 0,0
"151120 Rådet for socialt udsatte "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15112010 Rådet for socialt udsatte "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"151128 Den Sociale Sikringsstyrelse "; 0,0; 0,0; 1,2; 1,2; 1,2; 1,2
"15112830 Internationale pensionssager m.v. "; 0,0; 0,0; 1,2; 1,2; 1,2; 1,2
"151179 Reserver og budgetregulering "; 0,0; 0,0; 36,8; 293,0; 153,1; 305,5
"15117910 Budgetgaranti "; 0,0; 0,0; 135,2; 350,4; 212,0; 219,9
"15117920 Det kommunale lov- og cirkulæreprogram "; 0,0; 0,0; 51,6; 92,6; 91,1; 91,1
"15117930 Reserve til handicapområdet "; 0,0; 0,0; -150,0; -150,0; -150,0; 0,0
"15117985 Omprioriteringsreserve - regeringsinitiativer"; 0,0; 0,0; 0,0; 0,0; 0,0; -5,5
"1513 Forsknings- og forsøgsvirksomhed m.v. "; 0,0; 0,0; 38,3; 35,8; 40,3; 47,0
"151308 Velfærdsforskning "; 0,0; 0,0; 25,0; 25,0; 25,0; 25,0
"15130810 Velfærdsforskning "; 0,0; 0,0; 25,0; 25,0; 25,0; 25,0
"151323 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 18,7; 1,8; 6,3; 13,0
"15132310 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 18,7; 1,8; 6,3; 13,0
"151328 Frivilligt arbejde inden for det sociale felt "; 0,0; 0,0; 0,0; 9,0; 9,0; 9,0
"15132830 Uddannelse, kurser m.v., friv. sociale felt "; 0,0; 0,0; 0,0; 9,0; 9,0; 9,0
"151340 Udv. af socialt arbejde og brugerinddragelse "; 0,0; 0,0; -5,4; 0,0; 0,0; 0,0
"15134030 Styrket inddragelse af brugere og pårørende "; 0,0; 0,0; -5,4; 0,0; 0,0; 0,0
"152 Børnetilskud "; 0,0; 0,0; 55,0; 55,6; 56,1; 56,3
"1521 Børnetilskud "; 0,0; 0,0; 55,0; 55,6; 56,1; 56,3
"152111 Ordinært børnetilskud "; 0,0; 0,0; 37,7; 38,0; 38,3; 38,3
"15211110 Ordinært børnetilskud "; 0,0; 0,0; 37,7; 38,0; 38,3; 38,3
"152113 Særligt børnetilskud "; 0,0; 0,0; 17,3; 17,6; 17,8; 18,0
"15211310 Særligt børnetilskud, børn af enke/enkemænd "; 0,0; 0,0; -26,2; -26,1; -26,0; -25,8
"15211320 Særligt børnetilskud, børn af pensionister "; 0,0; 0,0; 43,5; 43,7; 43,8; 43,8
"153 Individuel boligstøtte "; 0,0; 0,0; 42,5; 38,5; 38,7; 38,8
"1531 Boligydelse til pensionister "; 0,0; 0,0; 29,3; 25,0; 24,9; 24,9
"153101 Boligydelse til pensionister "; 0,0; 0,0; 29,3; 25,0; 24,9; 24,9
"15310110 Boligydelse til pensionister "; 0,0; 0,0; 29,2; 24,9; 24,8; 24,8
"15310120 Boligydelseslån til pensionister "; 0,0; 0,0; 0,1; 0,1; 0,1; 0,1
"1532 Øvrig individuel boligstøtte "; 0,0; 0,0; 13,2; 13,5; 13,8; 13,9
"153201 Boligsikring "; 0,0; 0,0; 13,2; 13,5; 13,8; 13,9
"15320110 Boligsikring "; 0,0; 0,0; 13,2; 13,5; 13,8; 13,9
"156 Bistand og pleje for handicappede "; 0,0; 0,0; 76,2; 150,0; 150,0; 0,0
"1564 Bistand og pleje for handicappede "; 0,0; 0,0; 76,2; 150,0; 150,0; 0,0
"156416 Botilbud m.v. til yngre fysisk handicappede "; 0,0; 0,0; -13,8; -2,0; 0,0; 0,0
"15641610 Botilbud m.v. til yngre fysisk handicappede "; 0,0; 0,0; -13,8; 0,0; 0,0; 0,0
"15641620 Botilbud, indhold og aktiviteter "; 0,0; 0,0; 0,0; -2,0; 0,0; 0,0
"156417 Handicappedes botilbud "; 0,0; 0,0; 90,0; 152,0; 150,0; 0,0
"15641710 Handicappedes botilbud "; 0,0; 0,0; 90,0; 152,0; 150,0; 0,0
"157 Øvrige bistandsordninger "; 0,0; 0,0; 205,7; 110,7; 112,7; 84,0
"1574 Bistand, psykiatriske patienter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157410 Sociale tilbud til personer med sindslidelser "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15741010 Psykiatriaftale 2003-2006 "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"1575 Særligt udsatte grupper "; 0,0; 0,0; 205,7; 110,7; 112,7; 84,0
"157510 Børne- og familiepolitiske område "; 0,0; 0,0; 10,4; 9,8; 8,0; 6,3
"15751010 Børne- og familiepolitiske område "; 0,0; 0,0; 10,4; 9,8; 8,0; 6,3
"157516 Center for Rusmiddelforskning "; 0,0; 0,0; 1,8; 1,8; 1,8; 1,8
"15751610 Center for Rusmiddelforskning "; 0,0; 0,0; 1,8; 1,8; 1,8; 1,8
"157518 Forstærket indsats over for kriminelle unge "; 0,0; 0,0; 72,5; 0,5; 0,5; 0,0
"15751810 Etablering af pladser "; 0,0; 0,0; 65,0; 0,0; 0,0; 0,0
"15751820 Efteruddannelse "; 0,0; 0,0; 7,5; 0,0; 0,0; 0,0
"15751830 Evaluering "; 0,0; 0,0; 0,0; 0,5; 0,5; 0,0
"157519 Bedre tværfaglig indsats - børn af udsatte "; 0,0; 0,0; 20,0; 20,0; 20,0; 20,0
"15751910 Bedre tværfaglig indsats - børn af udsatte "; 0,0; 0,0; 20,0; 20,0; 20,0; 20,0
"157526 Pulje til socialt udsatte grupper "; 0,0; 0,0; 37,2; 17,1; 18,1; 24,5
"15752610 Pulje til socialt udsatte grupper "; 0,0; 0,0; 10,2; 9,6; 9,1; 5,5
"15752620 Prostitutionsområdet "; 0,0; 0,0; -2,0; -1,5; 0,0; 0,0
"15752641 Indsats over for unge hashmisbrugere "; 0,0; 0,0; 9,0; 9,0; 9,0; 9,0
"15752642 Øget behandlingsindsats for unge misbrugere "; 0,0; 0,0; 10,0; 0,0; 0,0; 0,0
"15752650 Social indsats over for alkoholmisbrugere "; 0,0; 0,0; 10,0; 0,0; 0,0; 10,0
"157527 Indsats mod vold mod kvinder "; 0,0; 0,0; 2,0; 1,5; 0,0; 0,0
"15752720 Initiativer til bekæmpelse af kvindehandel "; 0,0; 0,0; 2,0; 1,5; 0,0; 0,0
"157530 Pulje til ældre- og pensionsområdet "; 0,0; 0,0; 15,2; 14,1; 12,0; 7,8
"15753010 Tilskud vedrørende ældre "; 0,0; 0,0; 15,2; 14,1; 12,0; 7,8
"157532 Med familien i centrum "; 0,0; 0,0; 17,6; 12,9; 17,8; 18,6
"15753210 Med familien i centrum "; 0,0; 0,0; 17,6; 12,9; 17,8; 18,6
"157533 Pædagogiske læreplaner "; 0,0; 0,0; 14,0; 18,0; 14,5; 0,0
"15753310 Pædagogiske læreplaner "; 0,0; 0,0; 14,0; 18,0; 14,5; 0,0
"157534 Forældreprogrammer m.v. "; 0,0; 0,0; 10,0; 10,0; 15,0; 0,0
"15753410 Forældreprogrammer m.v. "; 0,0; 0,0; 10,0; 10,0; 15,0; 0,0
"157535 Socialt udsatte grønlændere i Danmark "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"15753510 Socialt udsatte grønlændere i Danmark "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"158 Sociale pensioner "; 0,0; 0,0; 572,7; 642,2; 668,7; 693,1
"1581 Folkepension "; 0,0; 0,0; 425,0; 421,0; 420,0; 418,0
"158101 Folkepension, LB 385 2000 "; 0,0; 0,0; 425,0; 421,0; 420,0; 418,0
"15810110 Folkepension til pensionister, LB 385 2000 "; 0,0; 0,0; 423,0; 419,0; 418,0; 416,0
"15810120 Pensionister i udlandet "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"1582 Højeste og mellemste førtidspension "; 0,0; 0,0; 346,9; 333,0; 306,5; 280,1
"158201 Højeste og mellemste førtidspension "; 0,0; 0,0; 346,9; 333,0; 306,5; 280,1
"15820110 Højeste og mellemste førtidspension, refusion"; 0,0; 0,0; 134,0; 126,0; 118,0; 110,5
"15820120 Højeste og mellemste førtidspension, refusion"; 0,0; 0,0; 24,4; 23,6; 22,0; 20,8
"15820130 Højeste og mellemste førtidspension, refusion"; 0,0; 0,0; 151,1; 150,3; 148,5; 146,1
"15820140 Udenlandske pensionister "; 0,0; 0,0; 37,4; 33,1; 18,0; 2,7
"1583 Almindelig førtidspension "; 0,0; 0,0; -27,1; 28,7; 23,6; 17,3
"158301 Almindelig førtidspension, LB 22 1998 "; 0,0; 0,0; -27,1; 28,7; 23,6; 17,3
